title,director,release_year,description,type,runtime,genres,9.9
she,,2020,An undercover assignment to expose a drug ring becomes a timid Mumbai constableâ€™s road to empowerment as she realizes her dormant sexuality's potential.,tvSeries,36,"Crime;Drama",6.5
she did that,,2019,"Go inside the lives of extraordinary; black female entrepreneurs as they discuss building legacies and pioneering a new future for the next generation.",video,71,Documentary,6.5
she made me a criminal,Amr Arafa,2006,"In order to get her trust fund money from her wealthy but miserly father; a woman enlists a naive young man to help fake her own kidnapping.",movie,105,Comedy,6.5
she's dating the gangster,Cathy Garcia-Molina,2014,"To make another woman jealous; a campus heartthrob asks a fellow student to be his pretend girlfriend; but fate has other plans for the fake couple.",movie,105,"Comedy;Drama;Romance",7.2
she's out of my league,Jim Field Smith,2010,"When average-guy Kirk starts dating drop-dead-gorgeous Molly; his friends don't see it lasting; so Kirk does everything he can to avoid losing Molly.",movie,104,"Comedy;Romance",6.4
she's the one,Mae Czarina Cruz,2013,"When his best friend gets stranded in the rain and becomes the subject of a romantic viral video; a morning show host must confront his true feelings.",movie,110,"Drama;Romance",6.5
shelter,"MÃ¥ns MÃ¥rlind; BjÃ¶rn Stein",2010,A forensic psychiatrist has to think outside the box when she takes on a patient whose multiple personalities lead to a trail of murder victims.,short,24,"Animation;Drama;History",7.8
shelter,"MÃ¥ns MÃ¥rlind; BjÃ¶rn Stein",2010,A forensic psychiatrist has to think outside the box when she takes on a patient whose multiple personalities lead to a trail of murder victims.,tvEpisode,44,"Action;Crime;Drama",8.4
shelter,"MÃ¥ns MÃ¥rlind; BjÃ¶rn Stein",2010,A forensic psychiatrist has to think outside the box when she takes on a patient whose multiple personalities lead to a trail of murder victims.,movie,88,"Comedy;Drama",6.9
shepherds and butchers,Oliver Schmitz,2016,"When a young prison guard commits murder in South Africa; an ardent lawyer aims to prove he was psychologically unbalanced by his role in executions.",movie,106,Drama,6.8
sherlock holmes,Guy Ritchie,2009,The game is afoot for an eccentric detective who must use his brains and brawn to track down a nefarious nemesis with the help of his partner.,movie,128,"Action;Adventure;Mystery",7.6
shimla mirchi,Ramesh Sippy,2020,"A young man who gets tongue-tied around women writes a love letter to his crush; but it ends up in the hands of her mother; who thinks it's for her.",movie,129,"Comedy;Romance",4.6
shimmer lake,Oren Uziel,2017,"Unfolding in reverse time; this darkly comic crime thriller follows a local sheriff hunting three bank robbery suspects; one of whom is his brother.",movie,86,"Crime;Drama;Mystery",6.3
shine on with reese,,2018,"In a talk show straight from the heart; actor and producer Reese Witherspoon visits with groundbreaking women to discuss their inspiring journeys.",tvSeries,30,"Documentary;Reality-TV",7.7
shine your eyes,Matias Mariani,2020,"A Nigerian musician travels to Brazil to search for his estranged brother; who is living a life very different than the one his family thought.",movie,102,"Drama;Thriller",6.5
shirkers,Sandi Tan,2018,"In 1992; Sandi Tan and her friends shot a quirky film on the streets of Singapore. Then the footage disappeared; sending her on a hunt for answers.",movie,97,Documentary,7.4
shonar pahar,Parambrata Chatterjee,2018,An older woman's unique friendship with a young boy inspires her to examine the strained relationship she shares with her married son.,movie,140,Drama,8.1
shootout at lokhandwala,Apoorva Lakhia,2007,"Based on a true story; this action film follows an incident that stunned a nation in the early 1990s. In Mumbai; India; the notorious gangster Maya holds off veteran cop Khan and a force of more than 200 policemen in a six-hour bloody gunfight.",movie,122,"Action;Crime;History",7.1
shopkins: chef club,Raymond McGrath,2016,"In this first full Shopkins movie; Peppa-Mint is the new Shoppie in town who stirs things up by hosting a team cooking competition.",short,43,"Animation;Family;Short",5.1
shorgul,"Jitendra Tiwari; Pranav Singh",2016,A Hindu boy's feelings for a Muslim girl expose the tensions between their two communities and open the door to chaos and violence.,movie,132,Drama,5.7
short term 12,Destin Daniel Cretton,2013,"A new charge at a foster care facility dredges up the memories of a young supervisor's own troubled past; and her tough exterior begins eroding.",movie,96,Drama,8.0
shortcut safari,Amitabha Singh,2016,Unexpected wildlife adventures and valuable life lessons await seven city kids when they suddenly become lost in the forest during a school field trip.,movie,101,"Adventure;Drama;Mystery",6.4
shot caller,Ric Roman Waugh,2017,"Trying to go straight; a once-successful businessman fresh out of prison is forced to orchestrate a brazen crime or risk his family.",movie,121,"Crime;Drama;Thriller",7.3
shot in the dark,,2017,"Three rival freelance stringers scour the streets at night to film crime scenes; fires; accidents â€“ and anything else they can sell to news outlets.",movie,79,Documentary,7.5
shot in the dark,,2017,"Three rival freelance stringers scour the streets at night to film crime scenes; fires; accidents â€“ and anything else they can sell to news outlets.",movie,79,Documentary,8.0
shot in the dark,,2017,"Three rival freelance stringers scour the streets at night to film crime scenes; fires; accidents â€“ and anything else they can sell to news outlets.",tvSeries,37,"Documentary;Reality-TV",8.0
shot! the psycho-spiritual mantra of rock,Barney Clay,2016,Aptly named iconic rock photographer Mick Rock reconstructs his journey through the thrilling and murky universe of rock 'n' roll history.,movie,98,"Biography;Documentary;Music",6.8
shrek the musical,Jason Moore,2013,"The greatest fairy tale never told comes to life in this colorful; song-filled; Tony Award-winning Broadway production based on the hit movie.",movie,130,"Comedy;Family;Fantasy",7.0
shubh aarambh,Amit Barot,2017,"As her own wedding looms on the horizon; a marriage counselor strives to save her future in-laws' crumbling relationship.",movie,126,"Comedy;Drama;Family",6.9
shuddhi,Adarsh Eshwarappa,2017,An American woman on a revenge mission travels to India and befriends two journalists seeking justice for violent crimes against women.,movie,114,"Crime;Drama;Thriller",7.9
shutter,"Banjong Pisanthanakun; Parkpoom Wongpoom",2004,"After killing a young girl in a hit-and-run accident; a couple is haunted by more than just the memory of their deadly choice.",short,10,"Fantasy;Short",6.6
shutter,"Banjong Pisanthanakun; Parkpoom Wongpoom",2004,"After killing a young girl in a hit-and-run accident; a couple is haunted by more than just the memory of their deadly choice.",movie,97,"Horror;Mystery;Thriller",7.1
si doel the movie,Rano Karno,2018,"Fourteen years after the woman he loved left him; a married man ventures to Amsterdam to find her but must decide where his heart lies.",movie,85,"Drama;Romance",7.1
si doel the movie 2,Rano Karno,2019,"As Sarah and her child look to settle in Jakarta; Zaenab searches for answers and gets caught between defending her marriage to Doel or letting it go.",movie,95,"Drama;Romance",7.0
si doel the movie 3,Rano Karno,2020,"Torn between reuniting with one family and leaving another behind; Doel must choose between the two women he loves.",movie,93,"Drama;Romance",6.6
sicilian ghost story,"Fabio Grassadonia; Antonio Piazza",2017,"When officials are slow to investigate a mysterious disappearance; a teen girl searches the dark woods on the outskirts of town for the boy she loves.",movie,122,"Crime;Drama;Fantasy",6.4
sid the science kid,,2008,"Armed with a healthy sense of humor and the help of his teacher; friends and family; curious kid Sid tackles questions youngsters have about science.",tvSeries,27,"Animation;Comedy;Family",5.4
sierra burgess is a loser,Ian Samuels,2018,A wrong-number text sparks a virtual romance between a smart but unpopular teen and a sweet jock who thinks he's talking to a gorgeous cheerleader.,movie,105,"Comedy;Drama;Romance",5.8
sigaram thodu,Gaurav Narayanan,2014,A policeman's son overcomes his reluctance to join the force following a brutal attack on his father and ends up in the middle of a robbery case.,movie,147,"Action;Thriller",6.2
signal,,2016,"Communicating via a walkie-talkie that transcends time; a profiler from 2015 and a detective from 1989 join forces to tackle crimes and injustice.",tvSeries,80,"Crime;Drama;Fantasy",8.6
signs,,2020,"When a young woman's murder shows similarities to a decade-old cold case; a new police commander must break the silence permeating an Owl Mountain town.",short,2,Short,7.1
silencer,Timothy Woodward Jr.,2018,"When a drug lord kidnaps his girlfriendâ€™s daughter; a retired assassin leaves his newly peaceful life to go on a ruthless rampage to rescue the child.",movie,88,"Action;Drama;Thriller",3.9
silent,"Limbert Fabian; Brandon Oldenburg",2014,"""Silent"" is an animated short film created by Academy AwardÂ® winning Moonbot Studios. It celebrates how storytellers; inventors; and technology work together to create cinema magic.",short,3,"Adventure;Animation;Short",6.3
silent hill: revelation,M.J. Bassett,2012,"Haunted by nightmares and her father's disappearance; Heather goes on the hunt for him â€“ and discovers a disturbing truth about her own identity.",movie,95,"Action;Adventure;Fantasy",5.0
silicon cowboys,Jason Cohen,2016,"This documentary tells the story of Compaq Computer and its three founders; who in 1982; took on Goliath IBM at the height of its PC dominance.",movie,77,"Documentary;History",6.8
sillu karuppatti,Halitha Shameem,2019,"From first crushes to post-marriage relationships; love and connection are at the heart of the four interwoven stories in this anthology film.",movie,153,"Drama;Romance",8.1
silvana sin lana,,2016,"When her fugitive husband leaves her homeless and penniless; a once-wealthy woman has no other choice but to join the working class.",tvSeries,60,"Comedy;Drama;Romance",7.5
silver linings playbook,David O. Russell,2012,"After a stint in a mental hospital; Pat moves in with his parents and tries to win back his wife; until he meets a woman who's as unstable as he is.",movie,122,"Comedy;Drama;Romance",7.7
simon,,2016,"With his vivid imagination; Simon the rabbit searches for fun while learning about the importance of responsibility and communication.",movie,85,Thriller,4.9
simon,,2016,"With his vivid imagination; Simon the rabbit searches for fun while learning about the importance of responsibility and communication.",tvSeries,5,"Adventure;Animation;Comedy",7.3
simon amstell: set free,Julia Knowles,2019,"Honest; introspective comic Simon Amstell digs deep and delivers a uniquely vulnerable stand-up set on love; ego; intimacy and ayahuasca.",tvSpecial,51,Comedy,6.4
simon killer,Antonio Campos,2012,"Young and heartbroken; a New Yorker travels to Paris to escape his romantic woes but is soon drawn into another all-consuming attraction.",movie,101,"Drama;Thriller",6.4
sin city,Pascal Amanfo,2019,A busy couple tries to give their love life a boost by taking an impromptu weekend trip only to find their relationship tested in unexpected ways.,movie,101,"Drama;Mystery;Thriller",5.0
sin senos no hay paraÃ­so,,2008,"Inspired by a true story; this TV drama shadows a young Colombian woman who goes to shocking lengths to escape a life of poverty.",tvSeries,45,"Action;Crime;Drama",7.0
sinatra: all or nothing at all,Alex Gibney,2015,"Legendary crooner Frank Sinatra's life and talent are captured in this documentary series featuring fond memories from friends; family and colleagues.",tvMiniSeries,240,"Biography;Documentary;Music",8.0
singapore,Shakti Samanta,1960,"When his employee disappears in Singapore; Shyam travels from India to investigate the absence and becomes entangled in a deadly plot.",movie,135,"Crime;Thriller",6.4
singh saab the great,Anil Sharma,2013,"As the result of a TV journalist's curiosity; the amazing saga of an honorable government tax collector's past comes to light.",movie,134,"Action;Drama",5.7
singham,Rohit Shetty,2011,A police inspector kills himself after a powerful gangster frames him for corruption â€“ but soon the thug faces the full force of cop Bajirao Singham.,movie,143,"Action;Crime;Drama",6.8
single,Raditya Dika,2015,"Unemployed and immature; a somewhat pathetic bachelor sets his sights on finding a date for the wedding of his younger; more successful brother.",movie,127,"Comedy;Romance",6.8
singles villa,,2015,"In a luxurious condominium complex with draconian rules forbidding all romance; two residents fall in love and dare to start a secret relationship.",tvSeries,90,Romance,7.6
singularity,Robert Kouba,2017,"Nearly a century after artificial intelligence tried to eradicate people from Earth; two survivors search for a human enclave rumored to still exist.",tvEpisode,20,"Drama;Horror;Mystery",5.0
singularity,Robert Kouba,2017,"Nearly a century after artificial intelligence tried to eradicate people from Earth; two survivors search for a human enclave rumored to still exist.",movie,92,"Action;Adventure;Drama",3.8
sinister 2,CiarÃ¡n Foy,2015,"A single mother and her twin sons move into a rural house; unaware of its history of being inhabited by an evil spirit that preys upon young children.",movie,97,"Horror;Mystery;Thriller",5.3
sintonia,,2019,"Three teens living in the same SÃ£o Paulo favela pursue their dreams while maintaining their friendship; amid a world of music; drugs and religion.",tvSeries,40,"Crime;Drama;Music",6.7
siren,Gregg Bishop,2016,A groom-to-be and his pals celebrate with a debauched night out that ends with a supernatural assault by a stripper who is not what she appears to be.,movie,82,"Horror;Mystery;Thriller",5.3
sirius the jaeger,,2018,"In imperial Tokyo; a group calling themselves ""Jaegers"" secretly hunt the vampires seeking the Ark of Sirius. Among them is young werewolf; Yuliy.",tvSeries,25,"Action;Animation;History",6.8
sister cities,Sean Hanish,2016,"After years of estrangement; four sisters gather in the wake of their mother's death; which may or may not have been a suicide.",tvMovie,86,Drama,6.8
sister code,Corey Grant,2015,"After the death of their beloved mother; three foster sisters find their bond tested by old grudges; career tensions and a startling revelation.",movie,84,"Comedy;Drama;Romance",4.7
sisterakas,Wenn V. Deramas,2012,"Two half siblings separated by family conflict cross paths as adults at a fashion agency â€“ but one of them has a vendetta; unbeknownst to the other.",movie,110,Comedy,5.4
sisters,,2018,Her dad's deathbed confession leads Julia to discover she has more than 100 brothers and two sisters: troubled TV star Roxy and uptight lawyer Edie.,short,14,"Drama;Short",8.3
sisters,,2018,Her dad's deathbed confession leads Julia to discover she has more than 100 brothers and two sisters: troubled TV star Roxy and uptight lawyer Edie.,tvEpisode,21,Comedy,7.3
sisters,,2018,Her dad's deathbed confession leads Julia to discover she has more than 100 brothers and two sisters: troubled TV star Roxy and uptight lawyer Edie.,short,42,"Documentary;Short",7.6
skin,Daniel Effiong,2019,"On a quest to find beauty in all complexions; actress Beverly Naya travels to her home country of Nigeria and explores colorism's impact on society.",short,21,"Drama;Short",6.1
skin,Daniel Effiong,2019,"On a quest to find beauty in all complexions; actress Beverly Naya travels to her home country of Nigeria and explores colorism's impact on society.",short,12,"Sci-Fi;Short",6.5
skin,Daniel Effiong,2019,"On a quest to find beauty in all complexions; actress Beverly Naya travels to her home country of Nigeria and explores colorism's impact on society.",movie,76,Documentary,7.1
skin trade,Ekachai Uekrongtham,2014,A New Jersey detective whose family was killed by an international gangster teams up with a Bangkok cop on a quest to bring down a criminal empire.,movie,96,"Action;Crime;Thriller",5.6
skiptrace,Renny Harlin,2016,"To capture a crime lord who killed his partner and kidnapped his partner's daughter; a Hong Kong detective teams with a smart aleck American gambler.",movie,107,"Action;Adventure;Comedy",5.7
sky ladder: the art of cai guo-qiang,Kevin MacDonald,2016,"Known for his spectacular pyrotechnic displays; Chinese artist Cai Guo-Qiang creates his most ambitious project yet in this breathtaking documentary.",movie,76,Documentary,7.3
sky on fire,Ringo Lam,2016,The security chief at a top-level medical facility must fight to ensure that revolutionary cancer research doesn't fall into the wrong hands.,movie,99,"Action;Crime;Thriller",4.6
sky tour: the movie,Nguyen Thanh Tung,2020,"From the preparations to the performances; this documentary showcases Vietnamese pop idol SÆ¡n TÃ¹ng M-TP and the passion behind his Sky Tour concerts.",movie,94,"Documentary;Music",5.6
skydancers,Fredric Lean,2014,Only a few women pilots take part in the sport of aerobatics. Director Fredric Lean captures their powerful spirit at the World Aerobatic Championships.,tvMovie,50,Documentary,8.0
skyline,"Colin Strause; Greg Strause",2010,"After a wild night of partying; Terry discovers that he's one of the few people left on Earth; then sets out to solve the mystery of what happened.",movie,92,"Action;Sci-Fi;Thriller",4.4
skylines,,2019,A hip-hop producer gets hurled into the violent world of organized crime when the record label he signs to becomes the center of a deadly drug business.,tvSeries,56,"Crime;Drama;Music",7.6
sleeping with other people,Leslye Headland,2015,"Many years after hooking up in college; two people cross paths and realize they are both serial philanderers who need each other's help to reform.",movie,101,"Comedy;Drama;Romance",6.5
sleepless society: nyctophobia,,2019,"Following the death of her child; a grief-stricken woman struggles to find peace until a mysterious boy appears; claiming to be her reincarnated son.",tvSeries,50,"Mystery;Thriller",5.5
sleepover,Joe Nussbaum,2004,"As high school approaches; four best friends have a summer sleepover and participate in a scavenger hunt against their popular archrivals.",movie,89,"Comedy;Family;Romance",5.4
sling blade,Billy Bob Thornton,1996,"A man returns home after being released from a psychiatric hospital; where he'd been confined since age 12 for murdering his mother and her lover.",movie,135,Drama,8.0
sliver,Phillip Noyce,1993,"A divorcÃ©e moves into a high-rise with a sordid past and begins a steamy affair with her neighbor; unaware that her every move is being monitored.",movie,107,"Drama;Thriller",5.1
slow country,Eric Aghimien,2017,"Desperate to leave a life of prostitution; a teenage mother attempts to outsmart her ruthless boss who is determined to keep his prized asset.",movie,115,"Action;Drama",4.5
slow west,John Maclean,2015,"Determined to find the woman he loves; a Scottish teenager braves the Western frontier of 19th-century America; with bounty hunters hot on his trail.",movie,84,"Action;Adventure;Drama",6.9
small crimes,Evan Katz,2017,"After serving a six-year prison sentence; an ex-cop tries to rebuild his life in his hometown; but gets caught up in the fallout from his past.",movie,95,"Crime;Drama;Thriller",5.8
small soldiers,Joe Dante,1998,"When the Commando Elite; a group of toy action figures; are released before they've been tested; they attack the children playing with them.",movie,108,"Action;Adventure;Comedy",6.2
small town crime,"Ian Nelms; Eshom Nelms",2017,"When a disgraced ex-cop discovers a dying woman; he's compelled to track down her killer â€“ an act of self-redemption that takes him down a dark path.",movie,91,"Crime;Mystery;Thriller",6.6
smart people,Noam Murro,2008,An unexpected romance and a surprise visit from his wild brother turn the life of widowed professor Lawrence Wetherhold upside down.,movie,95,"Comedy;Drama;Romance",6.1
smoke & mirrors,Alberto RodrÃ­guez,2016,"Betrayed by the Spanish government he once served; a former secret agent plots to steal millions of dollars embezzled by a corrupt public official.",movie,123,"Biography;Thriller",6.9
smoke & mirrors,Alberto RodrÃ­guez,2016,"Betrayed by the Spanish government he once served; a former secret agent plots to steal millions of dollars embezzled by a corrupt public official.",tvEpisode,43,"Action;Adventure;Sci-Fi",8.0
smosh: the movie,Alex Winter,2015,"To keep his teen crush from spotting him in an embarrassing YouTube video; Anthony and his friend Ian must enter the virtual world and alter the clip.",movie,84,"Adventure;Comedy;Family",3.3
smosh: the movie,Alex Winter,2015,"To keep his teen crush from spotting him in an embarrassing YouTube video; Anthony and his friend Ian must enter the virtual world and alter the clip.",tvEpisode,13,"Animation;Comedy;Talk-Show",7.7
snow day,Chris Koch,2000,"When a snow day shuts down the whole town; the Wheeler family cuts loose. Hal makes a play for the most popular girl in his school; 10-year-old Natalie takes on the dreaded snowplow man; and Dad gets into a showdown with a rival meteorologist.",movie,89,"Adventure;Comedy;Family",5.1
snowden,Oliver Stone,2016,This thriller traces Edward Snowden's journey from Army recruit to disillusioned government analyst bent on exposing vast U.S. surveillance programs.,movie,134,"Biography;Crime;Drama",7.3
snowpiercer,Bong Joon Ho,2013,The Earth's remaining inhabitants are confined to a single train circling the globe as revolution brews among the class-divided cars.,movie,126,"Action;Drama;Sci-Fi",7.1
so much love to give,Marcos Carnevale,2020,Fernando is a family man â€” equally committed to each of his two families. But one wrong turn brings them crashing together.,movie,108,Comedy,5.2
socha na tha,Imtiaz Ali,2005,"An arranged marriage becomes a friendship for Viren and Aditi; who aren't in love â€“ until they begin having unexpected feelings for each other.",movie,137,"Comedy;Drama;Romance",7.4
social animals,Jonathan Ignatius Green,2018,"This documentary follows a trio of teens â€“ a daredevil photographer; an aspiring model and a lonely Ohio girl â€“ and Instagram's impact on their lives.",movie,90,Comedy,5.3
social animals,Jonathan Ignatius Green,2018,"This documentary follows a trio of teens â€“ a daredevil photographer; an aspiring model and a lonely Ohio girl â€“ and Instagram's impact on their lives.",movie,86,Documentary,5.7
soekarno,Hanung Bramantyo,2013,This biographical drama about Indonesia's first president recounts his nationalist crusade to seize independence from Dutch colonial rule.,movie,137,"Biography;History",7.0
sol levante,Akira Saitoh,2020,A young warrior and her familiar search for the sacred place said to fulfill wishes. It's best not to anger the ancient guardians and spirits.,short,4,"Action;Animation;Fantasy",4.7
soldier,Abbas Mustan,1998,"On the run from Indian police; a mysterious man escapes to Australia and falls in love with the daughter of an Indian criminal who lives there.",movie,99,"Action;Drama;Sci-Fi",6.1
soldier,Abbas Mustan,1998,"On the run from Indian police; a mysterious man escapes to Australia and falls in love with the daughter of an Indian criminal who lives there.",movie,156,"Action;Drama;Musical",6.1
solo,Hugo Stuven,2018,"In a remote area of the Canary Islands; a surfer falls off a cliff. Fighting to survive; he reflects on his life and past romance. Based on true events.",movie,91,"Adventure;Drama;Romance",4.9
solo,Hugo Stuven,2018,"In a remote area of the Canary Islands; a surfer falls off a cliff. Fighting to survive; he reflects on his life and past romance. Based on true events.",tvEpisode,42,"Drama;Music",8.5
solo,Hugo Stuven,2018,"In a remote area of the Canary Islands; a surfer falls off a cliff. Fighting to survive; he reflects on his life and past romance. Based on true events.",tvEpisode,42,"Comedy;Drama;Fantasy",8.8
solo,Hugo Stuven,2018,"In a remote area of the Canary Islands; a surfer falls off a cliff. Fighting to survive; he reflects on his life and past romance. Based on true events.",short,15,"Music;Mystery;Short",6.4
solo: a star wars story,Ron Howard,2018,"A young Han Solo tries to settle an old score with the help of his new buddy Chewbacca; a crew of space smugglers and a cunning old friend.",movie,135,"Action;Adventure;Sci-Fi",6.9
solo: a star wars story,Ron Howard,2018,"A young Han Solo tries to settle an old score with the help of his new buddy Chewbacca; a crew of space smugglers and a cunning old friend.",tvEpisode,44,"Comedy;Talk-Show",8.3
solo: a star wars story,Ron Howard,2018,"A young Han Solo tries to settle an old score with the help of his new buddy Chewbacca; a crew of space smugglers and a cunning old friend.",tvEpisode,5,"Documentary;Short",7.0
solomon kane,Michael J. Bassett,2009,"In this epic tale; a once-murderous sea captain is holed up in a monastery in retreat from the devil; whom the captain fears is coming for his soul.",movie,104,"Action;Adventure;Fantasy",6.1
someone great,Jennifer Kaytin Robinson,2019,"On the heels of a blindsiding breakup; music journalist Jenny braces for a new beginning â€“ and one last adventure with her closest friends.",movie,92,"Comedy;Romance",6.2
someone has to die,Manolo Caro,2020,"In conservative 1950s Spain; the alleged relationship between a young man and a Mexican ballerino creates an uproar of harrowing consequences.",tvMiniSeries,149,"Crime;Drama;Thriller",6.3
someone like you,,2015,"After losing his sight and his fiancee in an accident; a man hires a caregiver who mysteriously sounds â€“ and looks â€“ just like his late girlfriend.",tvSeries,75,Drama,8.0
something huge,Carlo Padial,2017,"A director and a comedian want to shoot the ""comedy of the future"" and make cinema history; but soon run out of resources and run into mission creep.",movie,87,Comedy,4.5
something in the rain,,2018,"Reunited with her best friendâ€™s younger brother; whoâ€™s back from a stint abroad; a recently dumped career woman begins to see him in a new light.",tvSeries,75,"Drama;Romance",8.1
something's gotta give,Nancy Meyers,2003,"Still sexy at 60; Harry Sanborn wines and dines women half his age. But a getaway with his girlfriend goes awry when her mother drops in unannounced.",movie,128,"Comedy;Drama;Romance",6.7
sometimes,Priyadarshan,2016,"Seven strangers anxiously waiting for their HIV test results decide to bribe the clinic receptionist to get them early; learning one is positive.",movie,110,Drama,7.2
somewhere between,,2017,"A local news producer is given one chance to relive a deadly week and stop a serial killer. If she fails; she'll lose her daughter forever.",tvSeries,41,"Drama;Mystery;Sci-Fi",6.3
sommore: chandelier status,Kevin Layne,2013,"Luminous funnywoman Sommore wows Miami with her unique take on body modification; Internet sex; the world of celebrities and more.",tvSpecial,77,Comedy,6.6
son of a gun,Julius Avery,2014,A young petty thief who received protection from a notorious inmate in jail is forced to spring his defender from prison and help pull off a heist.,movie,108,"Action;Crime;Drama",6.4
soni,Ivan Ayr,2018,"While fighting crimes against women in Delhi; a short-fused policewoman and her level-headed female boss grapple with gender issues in their own lives.",movie,97,"Crime;Drama",7.2
sonic x,,2003,"A mission gone awry transports Sonic the Hedgehog; his friends; Dr. Eggman and the Chaos Emeralds to another dimension: Earth.",tvSeries,30,"Action;Adventure;Animation",6.2
sons of ben,Jeffrey C. Bell,2016,"Passion is an understatement. Meet the folks who wanted a Major League Soccer club in Philadelphia so badly; they became fans before it even existed.",movie,75,"Biography;Documentary;Sport",7.4
soorma,Shaad Ali,2018,This biopic on former Indian field hockey player Sandeep Singh follows the athleteâ€™s hard-fought comeback after an accidental gunshot left him paralyzed.,movie,131,"Biography;Drama;Sport",7.4
soul eater,,2008,"Maka and the other students at the Death Weapon Meister Academy must kill 99 evil humans and one witch; absorbing their spirits when they die.",tvSeries,24,"Action;Adventure;Animation",7.8
soul surfer,Sean McNamara,2011,Hawaiian teen Bethany Hamilton bravely returns to competitive surfing after losing her left arm in a vicious shark attack.,movie,112,"Biography;Drama;Family",7.0
soundtrack,,2019,"Love; loss and transformative luck intersect in this musical drama about two struggling artists experiencing life at full volume in Los Angeles.",tvSeries,56,"Drama;Musical",6.8
sour grapes,"Jerry Rothwell; Reuben Atlas",2016,A dizzying chronicle of excess and deception dissects a fascinating case of fine-wine fraud and the con man who cheated investors out of millions.,movie,85,Documentary,7.2
space cowboys,Clint Eastwood,2000,A retired engineer agrees to help NASA prevent a Russian satellite from falling to Earth if he and his over-the-hill pals can man the mission.,movie,130,"Action;Adventure;Thriller",6.4
space force,,2020,A four-star general begrudgingly teams up with an eccentric scientist to get the U.S. military's newest agency â€” Space Force â€” ready for lift-off.,tvEpisode,5,"Comedy;Crime",8.0
space force,,2020,A four-star general begrudgingly teams up with an eccentric scientist to get the U.S. military's newest agency â€” Space Force â€” ready for lift-off.,tvSeries,30,Comedy,6.8
space racers,,2014,"Spaceships Eagle; Robyn; Hawk and their pals at the Stardust Space Academy rocket through the galaxy; teaching kids about the wonders of science.",tvSeries,22,"Animation;Family;Sci-Fi",7.3
spark,,2016,A young woman's life gets a jump-start after she and a musical genius are both struck by the same falling star. But will the side effects derail love?,short,19,"Drama;Short",7.8
spark,,2016,A young woman's life gets a jump-start after she and a musical genius are both struck by the same falling star. But will the side effects derail love?,tvSeries,14,Drama,7.0
sparkle,Sam O'Steen,1976,"In 1950s Harlem; three singing sisters hit the big time and end up losing one another in this musical melodrama inspired by the Supremes.",movie,98,"Drama;Music",6.9
sparring,Samuel Jouy,2017,A middle-aged boxer with a mixed record becomes a champion's sparring partner while dreaming of one last chance to end his career with a victory.,movie,95,"Drama;Sport",6.4
sparta,,2018,"While investigating the mysterious death of a teacher; a grizzled detective gets caught up in the world of a high-stakes virtual reality game.",movie,53,"Drama;Thriller",6.5
spartacus,,2013,"A Thracian man is condemned to a brutal death in the arena; only to outlast his executioners and be reborn as the enslaved gladiator Spartacus.",tvEpisode,58,"Drama;Romance",7.4
special,,2019,A young gay man with cerebral palsy branches out from his insular existence in hopes of finally going after the life he wants.,movie,125,"Drama;Thriller",6.4
special,,2019,A young gay man with cerebral palsy branches out from his insular existence in hopes of finally going after the life he wants.,tvSeries,15,"Comedy;Drama",7.6
special 26,Neeraj Pandey,2013,"In this fact-based crime drama; a gang of con artists posing as government officials executes a heist in the form of a raid on a prominent jeweler.",movie,144,"Crime;Drama;Thriller",8.0
special correspondents,Ricky Gervais,2016,"When they lose their passports; a bickering radio team invents phony reports from a combat zone in a ruse that becomes increasingly complicated.",movie,101,Comedy,5.8
spectral,Nic Mathieu,2016,"When an otherworldly force wreaks havoc on a war-torn European city; an engineer teams up with an elite Special Ops unit to stop it.",movie,107,"Action;Adventure;Sci-Fi",6.3
spectral,Nic Mathieu,2016,"When an otherworldly force wreaks havoc on a war-torn European city; an engineer teams up with an elite Special Ops unit to stop it.",video,3,"Action;Short",6.5
speech & debate,Dan Harris,2017,"Fed up with the hypocrisy of the adults around them; three creative high school misfits revive an old debate club as a way to fight back.",movie,105,"Comedy;Drama",5.9
speed is my need,Mark Sloper,2019,"This daredevil documentary trails behind and into the minds of the biggest names in one of the world's most dangerous sports; superbike racing.",movie,75,"Documentary;Sport",5.8
spenser confidential,Peter Berg,2020,"Spenser; an ex-cop and ex-con; teams up with aspiring fighter Hawk to uncover a sinister conspiracy tied to the deaths of two Boston police officers.",movie,111,"Action;Comedy;Crime",6.2
spf-18,Alex Israel,2017,The arrival of an enigmatic struggling musician in Malibu shakes the ground beneath the feet of a teenage girl and her surfer boyfriend.,movie,75,"Drama;Romance;Sport",3.2
spider-man 3,Sam Raimi,2007,The seemingly invincible Spider-Man goes up against an all-new crop of villains in the third installment of the blockbuster adventure series.,movie,139,"Action;Adventure;Sci-Fi",6.2
spider-man: into the spider-verse,"Peter Ramsey; Rodney Rothman; Bob Persichetti",2018,"After being bitten by a radioactive spider; Brooklyn teen Miles Morales gets a crash course in web-slinging from his alternate-dimension counterparts.",movie,117,"Action;Adventure;Animation",8.4
spinning out,,2020,"A figure skating Olympic hopeful struggles to balance love; family and fragile mental health as her dream of winning takes a dizzying hold.",tvSeries,48,"Drama;Sport",7.6
